inferred_cell_type,sequence_file.insdc_run_accessions,cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id
pancreatic ductal cell,SRR3563739,GSM2173409 1,d27055d0-8eb3-46bc-8cf0-20eb8830d6d6
pancreatic ductal cell,SRR3563740,GSM2173410 1,d2d38a1e-99d2-4b0d-9f6b-4be7c3d825d6
pancreatic ductal cell,SRR3563741,GSM2173411 1,7c25027b-775f-48b9-b829-dba207907398
pancreatic A cell,SRR3563742,GSM2173412 1,c3cb0d7c-c633-4222-af92-54ea4b808c2f
pancreatic ductal cell,SRR3563743,GSM2173413 1,0b1dc655-675a-4ab9-b8b4-045578f6e13e
pancreatic A cell,SRR3563744,GSM2173414 1,b51b931b-6886-4064-9178-3fd95534cb57
pancreatic ductal cell,SRR3563745,GSM2173415 1,adcd6735-2d38-4a89-89e1-f96ae64f489d
pancreatic ductal cell,SRR3563746,GSM2173416 1,d6669327-abb1-4786-93fb-4b0e804ce967
pancreatic ductal cell,SRR3563747,GSM2173417 1,d7eac35d-5483-4c1c-8679-f23bd5aac4c6
pancreatic ductal cell,SRR3563748,GSM2173418 1,8158bb45-99f6-48f4-92e8-e6f6af28797d
pancreatic A cell,SRR3563749,GSM2173419 1,2cc7c2a5-e538-4716-bb9e-22a4d9de3044
pancreatic A cell,SRR3563750,GSM2173420 1,2d171b7a-dd01-42ca-850d-2e19fa4be629
pancreatic A cell,SRR3563751,GSM2173421 1,fdb8ed17-e2f0-460a-bb25-9781d63eabf6
pancreatic ductal cell,SRR3563752,GSM2173422 1,09613729-6557-43e0-9fc3-6da415d198dd
pancreatic ductal cell,SRR3563753,GSM2173423 1,d70ce2ce-3d52-4b3a-9432-148a19946ef8
pancreatic A cell,SRR3563754,GSM2173424 1,a0eeb58d-ad05-4bc9-a679-72c0f6684958
pancreatic A cell,SRR3563755,GSM2173425 1,3cbe5bbb-7c18-4fe0-ae18-9719d0009a0b
pancreatic A cell,SRR3563756,GSM2173426 1,904a4ac5-9d0f-4b58-ba64-221f0cc0ec8f
pancreatic ductal cell,SRR3563757,GSM2173427 1,56b6c0c3-a9b9-45ed-b24f-b5ecd39f8d38
pancreatic ductal cell,SRR3563758,GSM2173428 1,f2a2016f-591c-44c0-9e79-d8e8d2e41f0a
pancreatic ductal cell,SRR3563759,GSM2173429 1,d0bc6609-24f7-4ec5-9008-bbe297e80159
pancreatic A cell,SRR3563760,GSM2173430 1,603d4d4b-2701-42f6-8e22-0931a4fd3bc2
pancreatic ductal cell,SRR3563761,GSM2173431 1,e727ec05-c8f5-42ca-b866-785f422368f7
pancreatic ductal cell,SRR3563762,GSM2173432 1,591110a1-4408-4a34-a134-2c0aa521ee47
pancreatic ductal cell,SRR3563763,GSM2173433 1,cb366e29-c38a-4a73-93b0-e4ddd030b4db
type B pancreatic cell,SRR3563764,GSM2173434 1,022ba07f-8ff2-4bab-a8e1-fde6eebc0a08
not available,SRR3563765,GSM2173435 1,373f77e3-494f-40bd-8ffd-8064a38bea97
pancreatic ductal cell,SRR3563766,GSM2173436 1,7707fb29-d064-40d3-ace4-6fdad8ee156b
pancreatic A cell,SRR3563767,GSM2173437 1,4330b21c-5d01-4769-afc5-967a3af68c6e
pancreatic A cell,SRR3563768,GSM2173438 1,cf13ca44-241e-4331-85a3-ca7871f2e918
pancreatic ductal cell,SRR3563769,GSM2173439 1,a1799949-f813-4453-9bad-36da19706142
pancreatic A cell,SRR3563770,GSM2173440 1,9941db27-f2d4-468d-8cab-fcbf2f42afe1
pancreatic ductal cell,SRR3563771,GSM2173441 1,c72387f3-5cce-4909-aefe-d02f5db0525a
pancreatic ductal cell,SRR3563772,GSM2173442 1,a9d6922d-fe5a-44b9-9399-5db5c766edb0
pancreatic ductal cell,SRR3563773,GSM2173443 1,207170f3-ad25-4d11-a86b-d72a5af7b28b
pancreatic ductal cell,SRR3563774,GSM2173444 1,e3b1d6b9-7bb5-420a-959e-7fada46b616c
type B pancreatic cell,SRR3563775,GSM2173445 1,bc417e0e-b7c9-47b9-b138-1ba96e0efd8f
pancreatic A cell,SRR3563776,GSM2173446 1,dc7eaf3a-f2e5-45e5-98c6-69a107895933
pancreatic ductal cell,SRR3563777,GSM2173447 1,e8cd409f-73a0-4184-b182-244a2af044b4
pancreatic ductal cell,SRR3563778,GSM2173448 1,e86d4717-ea9e-4b4e-94b1-e02c6581589b
pancreatic ductal cell,SRR3563779,GSM2173449 1,4d6c9796-8a35-4865-94c7-4eba33cfca5e
pancreatic ductal cell,SRR3563780,GSM2173450 1,70709732-83e0-4d42-9d7d-aa5de9f044b8
pancreatic ductal cell,SRR3563781,GSM2173451 1,e7f78cbf-39fe-4358-910a-6bbad316d239
pancreatic ductal cell,SRR3563782,GSM2173452 1,02cced42-9a75-406d-8078-7775a18a9883
pancreatic ductal cell,SRR3563783,GSM2173453 1,a25505ce-b5ad-48d6-bc0b-ab7c8154044f
pancreatic ductal cell,SRR3563784,GSM2173454 1,205851bd-12c8-4b32-834c-3b50854fed93
pancreatic A cell,SRR3563785,GSM2173455 1,783aa920-fe19-4e47-b333-c758b977d0ab
pancreatic ductal cell,SRR3563786,GSM2173456 1,c10c804a-2ef0-4248-8a35-9e5b7a2f4dd5
acinar cell,SRR3563787,GSM2173457 1,711afafa-3e34-4a96-989c-812386ac31e0
not available,SRR3563788,GSM2173458 1,f92e1b3b-f0fd-469e-819e-36e3990f8191
pancreatic A cell,SRR3563789,GSM2173459 1,8e479b26-820c-4978-a71f-99a77f49b0e1
pancreatic ductal cell,SRR3563790,GSM2173460 1,2f788132-1f06-4b76-a149-e49e35d9d37b
pancreatic A cell,SRR3563791,GSM2173461 1,876754d3-1451-4363-a62d-a685e075380a
pancreatic ductal cell,SRR3563792,GSM2173462 1,23fa4c9a-9f2e-44a9-8f5b-b0f879558e4f
pancreatic ductal cell,SRR3563793,GSM2173463 1,af6a327f-8e82-47b8-bd44-2ecdb446a642
pancreatic A cell,SRR3563794,GSM2173464 1,12394620-2faa-4806-88ec-beb7e8c04bbf
pancreatic A cell,SRR3563795,GSM2173465 1,715ff53e-3681-4016-8024-647009853fa4
pancreatic A cell,SRR3563796,GSM2173466 1,36f74ee8-880e-4850-9752-3d01d0e77474
pancreatic A cell,SRR3563797,GSM2173467 1,6be7c38d-5336-4c0c-b1d1-5eb8c8a8cede
type B pancreatic cell,SRR3563798,GSM2173468 1,5fedcc4c-b6a3-4f7d-9064-16eb0aea3ccc
pancreatic ductal cell,SRR3563799,GSM2173469 1,cf0c413b-b973-4bea-85d0-de53864dd3ba
pancreatic ductal cell,SRR3563800,GSM2173470 1,d35fa64e-1e89-4abe-9398-898d879fc3cc
pancreatic A cell,SRR3563801,GSM2173471 1,2e566d09-210f-4e2f-93e1-06440a396bdc
pancreatic A cell,SRR3563802,GSM2173472 1,89643fb7-47ed-45e6-8605-9affbfda72f1
pancreatic A cell,SRR3563803,GSM2173473 1,4717c1a7-9f33-41a5-9b51-7cda2099db58
type B pancreatic cell,SRR3563804,GSM2173474 1,5771f058-f393-423e-bf01-c0edbf0c5d01
type B pancreatic cell,SRR3563805,GSM2173475 1,61949024-9f2c-42d8-a73e-3986d00937cf
pancreatic A cell,SRR3563806,GSM2173476 1,2c3ff947-888d-4759-b36c-ebfc2bd74875
pancreatic ductal cell,SRR3563807,GSM2173477 1,ad31ad50-17f8-4510-a9d1-7c91b6d57849
pancreatic ductal cell,SRR3563808,GSM2173478 1,7f81e076-7cd0-48e2-bd7b-2aaf2b4c8aa2
pancreatic A cell,SRR3563809,GSM2173479 1,6e22d0f3-9104-4457-b265-1d0f81e7b20c
pancreatic ductal cell,SRR3563810,GSM2173480 1,2d363b74-3df9-4087-9ae5-6a495f318ac8
pancreatic A cell,SRR3563811,GSM2173481 1,32161e0d-01b5-47f1-8eb5-9852644e23f9
type B pancreatic cell,SRR3563812,GSM2173482 1,4e7d5db7-a789-4aca-b99b-3786cb122ef7
pancreatic ductal cell,SRR3563813,GSM2173483 1,d6fa9087-2b24-429e-90b1-5bebe5b2ed5d
pancreatic ductal cell,SRR3563814,GSM2173484 1,7e7df8d2-5bd8-45c5-abea-175e066eb7f7
type B pancreatic cell,SRR3563815,GSM2173485 1,2c5f1d36-3c48-48b5-ae01-292929d8b156
type B pancreatic cell,SRR3563816,GSM2173486 1,8c1a800d-75f3-4642-a93f-d62cee8a5504
pancreatic A cell,SRR3563817,GSM2173487 1,9c77fdf9-24e9-42b0-995d-c7d5355d0a26
pancreatic A cell,SRR3563818,GSM2173488 1,5377cd9e-4854-48fe-9e70-26cb4e26a40a
pancreatic ductal cell,SRR3563819,GSM2173489 1,1cfe9423-21d1-4281-9f9d-3aaa07b8e1e8
pancreatic D cell,SRR3563820,GSM2173490 1,37ee1179-e4e7-4d6c-a447-207d3c647f9d
pancreatic ductal cell,SRR3563821,GSM2173491 1,3b7ef7bf-a98b-42d9-b386-81db4e228f16
pancreatic A cell,SRR3563822,GSM2173492 1,31247cf6-b333-4c0c-835b-aa10b777b267
pancreatic ductal cell,SRR3563823,GSM2173493 1,cbb9f664-fcf5-43e4-98da-74bc8e88b2d7
pancreatic ductal cell,SRR3563824,GSM2173494 1,39dc5659-611a-4d37-826f-54f3850c3fb0
pancreatic ductal cell,SRR3563825,GSM2173495 1,4d5d0f0f-6b22-4d6b-999d-6163938e0234
pancreatic A cell,SRR3563826,GSM2173496 1,039e4c63-b2ca-44d0-9e33-39dfb83a4039
pancreatic A cell,SRR3563827,GSM2173497 1,c630d057-1bac-4bb9-b7b9-8bb4a82b7b8b
pancreatic A cell,SRR3563828,GSM2173498 1,2ffd8181-41bf-48ab-8b7b-43e0906b0032
not available,SRR3563829,GSM2173499 1,0309ff72-5282-49a1-b008-af5074090467
pancreatic A cell,SRR3563830,GSM2173500 1,abdff14a-1554-46ab-bba3-2927ffd94b40
pancreatic A cell,SRR3563831,GSM2173501 1,3b772c2b-8b9f-4e42-b0c9-2d626da2b77f
pancreatic ductal cell,SRR3563832,GSM2173502 1,1413c7c7-b180-45a8-810b-c6a14703cc70
pancreatic A cell,SRR3563833,GSM2173503 1,d4f3a57a-cba9-4320-9aee-d7eb6626bbce
pancreatic ductal cell,SRR3563834,GSM2173504 1,de221ea5-b5d6-4378-9d77-265e224a06fc
not available,SRR3563835,GSM2173505 1,0e9f91ec-68e2-478e-b1d1-c7e3807bba0b
pancreatic A cell,SRR3563836,GSM2173506 1,fc1af4cc-131d-4e7d-a4cd-4f45ed02d577
pancreatic ductal cell,SRR3563837,GSM2173507 1,1f608702-3c4b-4445-b93c-12e2ca9c7aa3
pancreatic ductal cell,SRR3563838,GSM2173508 1,d5777848-4a7f-49c0-a4b1-2fb57f3c82f4
pancreatic ductal cell,SRR3563839,GSM2173509 1,ad9201cf-d9b5-44a7-9682-e750ee330dd0
type B pancreatic cell,SRR3563840,GSM2173510 1,3023ff83-57ad-4574-aa3f-5205015d9687
pancreatic A cell,SRR3563841,GSM2173511 1,31bb9086-d22f-44c5-a759-c4341d9b33b8
pancreatic A cell,SRR3563842,GSM2173513 1,54a321b4-eff6-4fbe-97b4-5ac23eec3a83
pancreatic ductal cell,SRR3563843,GSM2173515 1,4307c1bd-126a-4cc6-8f39-4435f68c5a47
pancreatic ductal cell,SRR3563844,GSM2173516 1,8c61745e-a018-41e5-8987-c61861688e0f
pancreatic A cell,SRR3563845,GSM2173517 1,f48ec377-0950-4d5f-849b-e40ccb459d4b
pancreatic A cell,SRR3563846,GSM2173518 1,8956b1ad-17bd-4354-9c65-6a56460a3d6c
pancreatic ductal cell,SRR3563847,GSM2173519 1,cf6310bc-08a0-48a6-a517-1cae1d41e922
pancreatic ductal cell,SRR3563848,GSM2173520 1,f2477540-f030-4708-a883-2b8ad983eece
pancreatic ductal cell,SRR3563849,GSM2173521 1,b47bbd21-d8ba-4771-a1d6-eb24aff397ed
pancreatic ductal cell,SRR3563850,GSM2173522 1,694601b0-2a26-4996-b1ac-e8590816c682
pancreatic A cell,SRR3563851,GSM2173523 1,fdf53de0-3f8e-4627-ab12-eb8e5f5e737b
type B pancreatic cell,SRR3563852,GSM2173524 1,2de108fb-d5ea-4c40-9dfc-f423dfa917c7
pancreatic A cell,SRR3563853,GSM2173525 1,c3be2533-9e0e-42f9-8032-8e047c36447c
mesenchymal cell,SRR3563854,GSM2173526 1,b19375f7-ce6e-433f-8640-6d989b903d61
type B pancreatic cell,SRR3563855,GSM2173527 1,b9e236f5-dba9-41d6-b895-8e365475afac
pancreatic A cell,SRR3563856,GSM2173528 1,54c4aa4f-1c1b-4eb2-adda-9a4362a364e4
mesenchymal cell,SRR3563857,GSM2173529 1,4f5a5bdb-7407-48d7-abf6-94225adb62e7
type B pancreatic cell,SRR3563858,GSM2173530 1,0ae2d3b1-9792-427c-81f9-276acfa543c1
type B pancreatic cell,SRR3563859,GSM2173531 1,40399a1e-c166-4635-90e5-930e7db06592
pancreatic A cell,SRR3563860,GSM2173532 1,fa67a5f1-049d-4a1a-adcd-6f8e978a383e
pancreatic A cell,SRR3563861,GSM2173533 1,cf7b67e6-1760-416b-bcf2-35f5d1cc2a7e
pancreatic A cell,SRR3563862,GSM2173534 1,a42fe3da-11dd-4843-b3e8-7b1a8979ddad
pancreatic A cell,SRR3563863,GSM2173535 1,316d3704-69be-430e-bc84-954bc85cce63
pancreatic D cell,SRR3563864,GSM2173536 1,663811fc-d685-45a5-aecf-ad8aec25315c
pancreatic ductal cell,SRR3563865,GSM2173537 1,1127a895-02a8-432d-be1f-f303da230845
type B pancreatic cell,SRR3563866,GSM2173538 1,6f851b03-2828-4b63-b2c3-92908283ae96
pancreatic A cell,SRR3563867,GSM2173539 1,43a1363c-54c9-461e-88c0-377074ca0adc
pancreatic A cell,SRR3563868,GSM2173540 1,df7db6f8-8db4-493c-bc1d-71d65a684b54
pancreatic A cell,SRR3563869,GSM2173541 1,3a47ef68-d89c-4682-9ad4-a2209c8623f8
pancreatic A cell,SRR3563870,GSM2173542 1,77456fbf-af4a-458f-9ec0-8275dd0baaf6
pancreatic A cell,SRR3563871,GSM2173543 1,1788c875-9fee-437a-98a7-acb28c53f113
pancreatic A cell,SRR3563872,GSM2173544 1,e8b84d2b-d4da-4129-9117-10070ed2784a
type B pancreatic cell,SRR3563873,GSM2173545 1,1946d95f-77dd-48af-81b2-53622c597264
mesenchymal cell,SRR3563874,GSM2173546 1,1f0b7640-d628-4c1b-ae38-c06c98eef084
pancreatic A cell,SRR3563875,GSM2173547 1,057547a5-448e-44cd-9c77-b0b445b931b8
pancreatic A cell,SRR3563876,GSM2173548 1,c7da502c-f94d-41e1-8962-e74e73f3473c
mesenchymal cell,SRR3563877,GSM2173549 1,a6168021-ebe2-4f81-82c9-169c27822af0
mesenchymal cell,SRR3563878,GSM2173550 1,4bc69e15-3730-465a-a9c6-d629db6f56fd
type B pancreatic cell,SRR3563879,GSM2173551 1,4c28d8db-6d17-4eed-af96-384a4cdd8c4f
type B pancreatic cell,SRR3563880,GSM2173552 1,cc5fcc1a-ac39-4011-ace2-2da0cd4209e9
mesenchymal cell,SRR3563881,GSM2173553 1,2469635e-e1a8-41eb-a0ad-5d403177518e
type B pancreatic cell,SRR3563882,GSM2173554 1,d4b49ae2-f23f-49dd-9b9a-86d5646d08f3
type B pancreatic cell,SRR3563883,GSM2173555 1,10e04335-7a36-4aa0-9525-5eea5e8e3b2f
mesenchymal cell,SRR3563884,GSM2173556 1,6ac8e5ef-0076-442a-b0f1-f591e2324f64
mesenchymal cell,SRR3563885,GSM2173557 1,1e5ad515-b8cf-401e-8dab-5c3e3f563511
pancreatic D cell,SRR3563886,GSM2173558 1,7046f796-84a0-4488-bf48-d6947504b95e
type B pancreatic cell,SRR3563887,GSM2173559 1,59fb6184-8539-4a73-bdf9-1429bd0c0c42
pancreatic A cell,SRR3563888,GSM2173560 1,f8b9f45f-56fc-4390-8b2a-d4de21fbef27
mesenchymal cell,SRR3563889,GSM2173561 1,4391c656-2d9b-47d6-bff0-cd8e13d91ce2
type B pancreatic cell,SRR3563890,GSM2173562 1,25c3cbdb-e1fc-4396-8699-cbf5648cfe37
mesenchymal cell,SRR3563891,GSM2173563 1,b2027769-24bf-4228-a5ea-fb5ef071ac37
mesenchymal cell,SRR3563892,GSM2173564 1,1bf67dbe-767e-4696-9a77-b4a18984a04f
pancreatic A cell,SRR3563893,GSM2173565 1,e79478e8-6468-4f22-b99c-dfe18225f6b3
mesenchymal cell,SRR3563894,GSM2173566 1,24f32771-539c-4d42-8544-5ab86ec2df51
type B pancreatic cell,SRR3563895,GSM2173567 1,5afb6b46-50b4-43ed-a2cc-e38a8e6bd0e8
pancreatic A cell,SRR3563896,GSM2173568 1,794d540b-230f-4bb8-bf87-8144b905cc7e
mesenchymal cell,SRR3563897,GSM2173569 1,ea67b53a-b3eb-40c8-9e0d-9ad84a879be6
type B pancreatic cell,SRR3563898,GSM2173570 1,c729305c-e232-4e7d-b0d1-2e5f26af35e8
pancreatic A cell,SRR3563899,GSM2173571 1,3242f961-1059-4a75-b16e-a05bae1d0a84
pancreatic A cell,SRR3563900,GSM2173572 1,97ef9559-a468-434c-aa9c-98274f796b4c
type B pancreatic cell,SRR3563901,GSM2173573 1,6d045aad-d4fa-472e-91e9-76b7b8f74ead
pancreatic A cell,SRR3563902,GSM2173574 1,adbde9f1-972f-44c5-a468-225fc1741533
type B pancreatic cell,SRR3563903,GSM2173575 1,5812fc1f-6dc2-4159-9164-b24ffc3554e1
pancreatic A cell,SRR3563904,GSM2173576 1,10624946-2499-4036-a28e-63957eaf3f49
pancreatic A cell,SRR3563905,GSM2173577 1,8c76a54f-ae9d-479a-80a0-118df8595c14
type B pancreatic cell,SRR3563906,GSM2173578 1,f946e5db-3ca3-4de4-b1a4-8d576082ed8f
pancreatic A cell,SRR3563907,GSM2173579 1,8647768d-61a9-4291-9922-7b662f39716a
pancreatic A cell,SRR3563908,GSM2173580 1,f893cb74-b5dc-483d-ad0b-6a999f6bb839
pancreatic A cell,SRR3563909,GSM2173581 1,d0f5785f-cb18-48e6-9751-f347e84d08c4
pancreatic A cell,SRR3563910,GSM2173582 1,e8e70db4-3ea8-4213-a12d-1e7b8f66a6cd
type B pancreatic cell,SRR3563911,GSM2173583 1,e754d4ef-a5bd-4b47-b1b7-6ba6f52b142e
pancreatic D cell,SRR3563912,GSM2173584 1,036b39e4-0cee-4557-9d82-fff62fb17550
pancreatic A cell,SRR3563913,GSM2173585 1,ee1ff9fe-e64d-42f1-9055-6adb8fdda4f7
pancreatic A cell,SRR3563914,GSM2173586 1,57599f85-6cea-4e20-ad2d-12a6736b7ee9
type B pancreatic cell,SRR3563915,GSM2173587 1,f4086ac0-e2ab-45ee-8600-96aa72c719d7
type B pancreatic cell,SRR3563916,GSM2173588 1,061f92bf-fcfc-45f9-9a44-6779436748e7
pancreatic A cell,SRR3563917,GSM2173589 1,29b0e7aa-077f-4cc5-943e-70bbdf0b9501
type B pancreatic cell,SRR3563918,GSM2173590 1,25268c86-f375-45e3-a429-f4b8ee43a9b4
pancreatic A cell,SRR3563919,GSM2173591 1,88f8a4e0-990d-4782-b79e-96d8ba376b53
pancreatic A cell,SRR3563920,GSM2173592 1,3a01ab78-6d2a-4918-9c5f-ac31fc3c1266
type B pancreatic cell,SRR3563921,GSM2173593 1,347d17b4-928f-4e61-a742-d8399d5fee8d
mesenchymal cell,SRR3563922,GSM2173594 1,d2481333-33a0-4b0b-9a35-44ba1eb6b9a7
mesenchymal cell,SRR3563923,GSM2173595 1,60a268ac-df12-4667-9fa8-e946debd417b
pancreatic A cell,SRR3563924,GSM2173596 1,79919144-9495-4003-a60c-3b4021e7928c
type B pancreatic cell,SRR3563925,GSM2173597 1,076d2d76-0a5b-4eab-a91f-39cd79734198
not available,SRR3563926,GSM2173598 1,a3ad7061-3638-4cbb-be38-f304666c6bd0
pancreatic A cell,SRR3563927,GSM2173599 1,28961675-7ba4-45b1-b1cc-58331c9fea2a
pancreatic A cell,SRR3563928,GSM2173600 1,2492b6ce-6364-4aeb-a2d5-127ae2e90dbe
pancreatic D cell,SRR3563929,GSM2173601 1,00f1c5dd-ed0b-48f0-9f18-acd170cd9c10
mesenchymal cell,SRR3563930,GSM2173602 1,28f7b98e-422c-4271-b8d6-08ae2d0febd6
pancreatic A cell,SRR3563931,GSM2173603 1,fa730296-90c8-40b0-990f-709169ec03b0
type B pancreatic cell,SRR3563932,GSM2173604 1,e8a388e9-8ff3-478b-927b-c65a239692b3
mesenchymal cell,SRR3563933,GSM2173605 1,53b3c6ec-77fa-4e02-88d4-444451225c0d
acinar cell,SRR3563934,GSM2173606 1,d70af32b-3214-4ff5-ace4-931955804637
acinar cell,SRR3563935,GSM2173607 1,48122b11-3683-4c36-ace3-69ae2328f96e
acinar cell,SRR3563936,GSM2173608 1,04379ac4-498b-4855-9861-3b89ca421862
acinar cell,SRR3563937,GSM2173609 1,69f67d55-e934-4f3c-a0bc-5d55c2d01b37
acinar cell,SRR3563938,GSM2173610 1,b9e0754d-51d5-4809-bf0d-8e0981e1d680
acinar cell,SRR3563939,GSM2173611 1,60bbd06b-7737-4f89-a419-07ce3e475de3
acinar cell,SRR3563940,GSM2173612 1,56f1a9c2-d28c-4907-8e2b-346fc00c2d04
acinar cell,SRR3563941,GSM2173613 1,d8e51c47-1c05-4478-8504-9b84f246fe55
acinar cell,SRR3563942,GSM2173614 1,ce4a6373-ade5-418c-9d7d-a8b112d63d35
pancreatic ductal cell,SRR3563943,GSM2173615 1,ebcfcaea-e23e-461c-a07c-042fd32de7dd
acinar cell,SRR3563944,GSM2173616 1,f4a447fe-a8d0-4539-8182-358a698fd0a7
type B pancreatic cell,SRR3563945,GSM2173617 1,6a49f79a-6e7c-4147-a987-f7473fa05864
acinar cell,SRR3563946,GSM2173618 1,13c1e1dd-eea1-4c8c-80fd-03b6cf1196d1
acinar cell,SRR3563947,GSM2173619 1,4a72e986-b538-4afc-b1a0-7725df1067e2
acinar cell,SRR3563948,GSM2173620 1,80c95296-9a82-4870-bf74-0d40afedb777
pancreatic ductal cell,SRR3563949,GSM2173621 1,2f5e6f34-dbc9-42be-b0fd-66027a5af365
type B pancreatic cell,SRR3563950,GSM2173622 1,b68afc41-6c67-4a96-89f2-f3cdfb40ad34
acinar cell,SRR3563951,GSM2173623 1,3c370c42-6cb6-4801-afba-65b3931f1529
pancreatic A cell,SRR3563952,GSM2173624 1,69e6b4d9-cb24-42d6-a2fa-b59bb68273de
acinar cell,SRR3563953,GSM2173625 1,0ae015b3-033f-487a-9ffd-bc2c64de4072
acinar cell,SRR3563954,GSM2173626 1,45dffe02-8e87-4e0e-a5f8-dd2ba3a14cf1
acinar cell,SRR3563955,GSM2173627 1,de742824-dd80-406e-a92a-4dc0cdf503a3
pancreatic ductal cell,SRR3563956,GSM2173628 1,77266018-a28e-4c0a-9b4d-c94d19f0db2b
pancreatic ductal cell,SRR3563957,GSM2173629 1,a4ecc995-637d-413d-b469-60ce9fbe8bbb
pancreatic ductal cell,SRR3563958,GSM2173630 1,dc8d95db-d68d-4d8a-945d-4fdeacd84efe
acinar cell,SRR3563959,GSM2173631 1,bece4dee-0c1a-4226-b1aa-b478a5a5cdbf
pancreatic ductal cell,SRR3563960,GSM2173632 1,d478aed8-82e0-430b-9b62-7d73c4951555
acinar cell,SRR3563961,GSM2173633 1,9d03034d-d8af-4449-87b9-b474de407205
acinar cell,SRR3563962,GSM2173634 1,1686cc1c-580e-4d9f-a3df-492486a1f351
acinar cell,SRR3563963,GSM2173635 1,6622b3c4-8a1e-49fe-9f54-f4ac6d031471
acinar cell,SRR3563964,GSM2173636 1,0a1f109c-3af3-42c6-a6aa-7dc89fe62ecf
acinar cell,SRR3563965,GSM2173637 1,b8e3bb68-4776-4ebe-88f9-bb4eff206d49
pancreatic ductal cell,SRR3563966,GSM2173638 1,5b18cf8c-4091-4c23-a271-7da63c30250d
acinar cell,SRR3563967,GSM2173639 1,8cccaf63-02ad-49b6-8de8-81b8139ac08d
pancreatic ductal cell,SRR3563968,GSM2173640 1,a09b33e2-75ed-471e-9b3d-fd7ccf244c6a
pancreatic ductal cell,SRR3563969,GSM2173641 1,94707dd6-e8e3-4175-a2a5-9df664f53bef
acinar cell,SRR3563970,GSM2173642 1,b7fa4ec8-87fa-400f-893a-6f9b954e53dd
acinar cell,SRR3563971,GSM2173643 1,6dfc7bab-6cba-4cbb-84be-2fe80fa89b70
acinar cell,SRR3563972,GSM2173644 1,ecbe01b2-f5bb-4249-b515-7686216e723a
acinar cell,SRR3563973,GSM2173645 1,89302175-3fa7-4fc3-929a-2c91238e20b6
acinar cell,SRR3563974,GSM2173646 1,bb9ddd6d-6062-482a-9910-2160eb4bc4ed
acinar cell,SRR3563975,GSM2173647 1,9a735d82-aa17-4197-97ab-4cb3b2a7210d
acinar cell,SRR3563976,GSM2173648 1,95b00dd0-8f11-4bd9-b7d4-aed7e597a8ef
acinar cell,SRR3563977,GSM2173649 1,324b7c07-832f-409a-a340-496dd53dd551
pancreatic ductal cell,SRR3563978,GSM2173650 1,34dc402e-4c02-4774-89db-51e346b50cfb
acinar cell,SRR3563979,GSM2173651 1,156e092f-7335-46a3-a148-13e732f7e9f5
mesenchymal cell,SRR3563980,GSM2173652 1,900652cf-462b-4397-957c-4c87fde8d820
acinar cell,SRR3563981,GSM2173653 1,c11b1639-1173-45e6-a4fa-274d6aaf1726
pancreatic A cell,SRR3563982,GSM2173654 1,57634c9d-6762-4436-b8d7-174fd65d7e37
acinar cell,SRR3563983,GSM2173655 1,3f29eb94-e080-46dc-ba94-b3b45810559b
pancreatic ductal cell,SRR3563984,GSM2173656 1,083ae535-1322-42ec-adb7-8955be499e70
acinar cell,SRR3563985,GSM2173657 1,b7782154-3be8-4bc8-b487-776c590eb496
pancreatic ductal cell,SRR3563986,GSM2173658 1,01e91f44-04ea-44ab-867a-862f698fcb66
pancreatic ductal cell,SRR3563987,GSM2173659 1,aedd2d95-1e87-4e4d-99bf-52baf5a945fb
type B pancreatic cell,SRR3563988,GSM2173660 1,fd899183-3517-4af0-84d8-5126ff96bf9f
mesenchymal cell,SRR3563989,GSM2173661 1,b52646a7-eb04-4c04-94ba-5d321547b81a
acinar cell,SRR3563990,GSM2173662 1,12fa7639-2ad7-4d3b-adcc-d2bbcc1cf90c
pancreatic ductal cell,SRR3563991,GSM2173663 1,53ec245f-5339-46ef-8d6d-a00fb7fd65e1
acinar cell,SRR3563992,GSM2173664 1,0eec3f3f-a699-4b58-b1c9-255a791254b9
pancreatic ductal cell,SRR3563993,GSM2173665 1,04bb814c-43d6-493e-beaa-743f3bfbfdd6
pancreatic ductal cell,SRR3563994,GSM2173666 1,2cec91bd-e5f5-4cfe-8d40-18ee1fab24a8
acinar cell,SRR3563995,GSM2173667 1,7e4a1f20-ed90-40c9-81be-2e50f1c4d6a5
acinar cell,SRR3563996,GSM2173668 1,0b686ada-93cb-4db5-82d7-19d312394b90
acinar cell,SRR3563997,GSM2173669 1,c9719ac8-dde7-4566-9413-7f46ed2ab783
acinar cell,SRR3563998,GSM2173670 1,2839e665-b039-4ed8-9139-7d25787d4629
not available,SRR3563999,GSM2173671 1,345bc923-02c0-4827-8d85-604dc2b37b72
acinar cell,SRR3564000,GSM2173672 1,20efd588-2dbd-4bdc-ac0c-829e19fed4be
acinar cell,SRR3564001,GSM2173673 1,4ae2c4b3-073e-4d70-ad73-c52b1ead79e0
acinar cell,SRR3564002,GSM2173674 1,8b983d49-3065-48cc-a49a-802c6cc1f25f
acinar cell,SRR3564003,GSM2173675 1,ee5958be-293e-4a77-b9b5-ed9d769fb7ad
acinar cell,SRR3564004,GSM2173676 1,b4afc6c0-3729-4321-bcc2-6befc98c54aa
